
COOPER	 I'll direct that to Congresswoman Bachmann. You've been very critical of Herman Cain's 9-9-9 plan, which calls for a 9 percent sales tax, a 9 percent income tax, and 9 percent corporate tax. In fact, you've said it would destroy the economy. Why?  
BACHMANN	 Well, I am a former federal tax litigation attorney. And also, my husband and I are job-creators.  One thing I know about Congress, being a member of Congress for five years, is that any time you give the Congress a brand-new tax, it doesn't go away. When we got the income tax in 1913, the top rate was 7 percent. By 1980, the top rate was 70 percent. If we give Congress a 9 percent sales tax, how long will it take a liberal president and a liberal Congress to run that up to maybe 90 percent? Who knows?  What I do know is that we also have to be concerned about the hidden tax of the value-added tax, because at every step and stage of production, you'd be taxing that item 9 percent on the profit. That's the worry.  In my plan -- again, that's a tax plan, it's not a jobs plan -- my plan for economic recovery is real jobs right now. I have a tax plan. I have a jobs plan. I have an energy plan and a plan to really turn this country around and create millions of high-paying jobs.  
COOPER	 Mr. Cain, a lot of prominent conservatives now are coming forward saying that your 9-9-9 plan would actually raise taxes on middle-class voters, on lower-income voters.  
CAIN	 The thing that I would encourage people to do before they engage in this knee-jerk reaction is read our analysis. It is available at hermancain.com. It was performed by Fiscal Associates. And all of the claims that are made against it, it is a jobs plan, it is revenue-neutral, it does not raise taxes on those that are making the least. All of those are simply not true.  The reason that my plan -- the reason that our plan is being attacked so much is because lobbyists, accountants, politicians, they don't want to throw out the current tax code and put in something that's simple and fair. They want to continue to be able to manipulate the American people with a 10-million-word mess.  Let's throw out the 10-million-word mess and put in our plan, which will liberate the American workers and liberate American businesses. [ applause ] 
COOPER	 Senator Santorum, will his plan raise taxes?  
SANTORUM	 Herman's well-meaning, and I love his boldness, and it's great. But the fact of the matter is, I mean, reports are now out that 84 percent of Americans would pay more taxes under his plan. That's the analysis. And it makes sense, because when -- when you don't provide a standard deduction, when you don't provide anything for low-income individuals, and you have a sales tax and an income tax and, as Michele said, a value-added tax, which is really what his corporate tax is, we're talking about major increases in taxes on people.  He also doesn't have anything that takes care of the families. I mean, you have -- you have a situation where, under Herman's plan, a single person pays as much in taxes as a -- as a man and a woman raising three children. Ever since we've had the income tax in America, we've always taken advantage of the fact that we want to encourage people to -- to have children and not have to pay more already to raise children, but also pay that additional taxes -- we gave some breaks for families. He doesn't do that in this bill.  And we're going to -- we've seen that happen in Europe. And what happened? Boom, birth rates went into -- into the basement. It's a bad tax for -- again, it's bold. I give him credit for -- for starting a debate, but it's not good for families, and it's not good for low-income... [ crosstalk ]  
COOPER	 I'm going to give you 30 seconds to respond. That 84 percent figure comes from the Tax Policy Center.  
CAIN	 That simply is not true. I invite people to look at our analysis, which we make available.  Secondly, the -- the point that he makes about is a value-added tax -- I'm sorry, Representative Bachmann -- it's not a value-added tax. It's a single tax.  And I invite every American to do their own math, because most of these are knee-jerk reactions. And we do provide a provision, if you read the analysis, something we call opportunity zones that will, in fact, address the issue of those making the least.  
COOPER	 I want to bring in Congresswoman Bachmann since she was referenced by you.  
BACHMANN	 But Anderson, how do you not have a value-added tax? Because at every level of production you have a profit, and that profit gets taxed, because you produce one portion at one level, and then you take it to the next supplier or vendor at the next level, and you have an exchange. That is a taxable event.  And ultimately, that becomes a value-added tax. It's a hidden tax. And any time the federal government needs revenue, they dial up the rate and the American people think that it's -- that it is the vendor that creates the tax, but it's the government that creates the tax. [ applause ]  
COOPER	 Governor Perry, in your state, you have a 6.25 percent sales tax. Would taxpayers pay more under the 9-9-9 plan?  
PERRY	 No. Herman, I love you, brother, but let me tell you something, you don't need to have a big analysis to figure this thing out. Go to New Hampshire, where they don't have a sales tax, and you're fixing to give them one.  They're not interested in 9-9-9. What they're interested in is flatter and fairer. At the end of the week, I'm going to be laying out a plan that clearly -- I'll bump plans with you, brother, and we'll see who has the best idea about how you get this country working again.  And one of the ways, right here in Nevada you've got 8-plus percent. You want nine cents on top of that, and nine cents on a new home -- or 9 percent on a new home, 9 percent on your Social Security, 9 percent more?  I don't think so, Herman. It's not going to fly.  
COOPER	 Mr. Cain, 30 seconds. [ applause ]  
CAIN	 This is an example of mixing apples and oranges. The state tax is an apple. We are replacing the current tax code with oranges. So it's not correct to mix apples and oranges.  Secondly, it is not a value-added tax. If you take most of the products -- take a loaf of bread. It does have five taxes in it right now. What the 9 percent does is that we take out those five invisible taxes and replace it with one visible 9 percent.  So you're absolutely wrong. It's not a value-added tax.  Now one other quick thing. 
COOPER	 Your time's up, I'm sorry.  
CAIN	 This whole thing about --  
COOPER	 You'll have another 30 seconds. Trust me, they're going to go --  
CAIN	 Tonight?  
COOPER	 Yes, I guarantee it. In about a minute.  Congressman Paul, you called his plan dangerous today.  
PAUL	 Oh, it is, because it raises revenues, and the worst part about it, it's regressive. A lot of people aren't paying any taxes, and I like that. I don't think that we should even things up by raising taxes.  So it is a regressive tax. So it's very, very dangerous. And it will raise more revenues.  But the gentlemen asked the question -- he didn't even ask what we're talking about. He asked the question, what are you going to replace the income tax with? And I say nothing. That's what we should replace it with. [ applause ]  
PAUL	 But I do want to make a point that spending is a tax. As soon as the governments spend money, eventually it's a tax. Sometimes we put a direct tax on the people. Sometimes we borrow the money. And sometimes we print the money.  And then when prices go up, like today, the wholesale price index went up 7 percent rate, and if you look at the free market, prices are going up 9 and 10 percent. So that is the tax.  So, spending is the tax. That is the reason I offered the program, to cut $1 trillion out of the first year budget that I offer. [ applause ]  
COOPER	 Mr. Cain, in 30 seconds?  
CAIN	 Once again, unfortunately, none of my distinguished colleagues who have attacked me up here tonight understand the plan. They're wrong about it being a value-added tax.  We simply remove the hidden taxes that are in goods and services with our plan and replace it with a single rate 9 percent. I invite every family to do your own calculations with that arithmetic.  
COOPER	 Governor Romney, you have your only 59-point plan. In the last debate, Mr. Cain suggested it was too complicated. Is simpler better?  
ROMNEY	 Oftentimes simpler is better. And I know we're not supposed the ask each other questions, but if you permit.  Herman, are you saying that the state sales tax will also go away?  
CAIN	 No, that's an apple.  
ROMNEY	 OK. 
CAIN	 We're replacing a bunch of oranges.  
ROMNEY	 OK. So, then Governor Perry was right that --  
CAIN	 No, he wasn't. He was mixing apples and oranges.  
ROMNEY	 Well, but will the people in Nevada not have to pay Nevada sales tax and in addition pay the 9 percent tax?  
CAIN	 Governor Romney, you're doing the same thing that they're doing. You're mixing apples and oranges. You're going to pay --  
ROMNEY	 I'm --  
CAIN	 No, no, no, no. You're going to pay the state sales tax, no matter what.  
ROMNEY	 Right.  
CAIN	 Whether you throw out the existing code and you put in our plan, you're still going to pay that. That's apples and oranges.  
ROMNEY	 Fine. And I'm going to be getting a bushel basket that has apples and oranges in it because I've got to pay both taxes, and the people in Nevada don't want to pay both taxes. [ cheering and applause ]  
ROMNEY	 Now let me make this comment. Let's just step back here. We've got a lot of people in America that are out of work. We've got a lot of people in this state, 13.4 percent of the people in this state out of work. We've got home prices going down. We've got to talk about how to get America growing again, how to start adding jobs, raising incomes, and tax is part of it.  I want to reduce taxes on our employers to make it easier to invest in America. I want to reduce taxes on middle income families. I like your chutzpah on this, Herman, but I have to tell you, the analysis I did, person by person, return by return, is that middle income people see higher taxes under your plan.  If it's lower for the middle class, that's great. But that's not what I saw. I have to tell you, I want to get our burden down on our employers, on our people. I want to make sure our regulations work to encourage the private sector as opposed to putting a damper on it.  I want to get trade, opening up new markets for America. I want to also find a way to get our energy resources -- and they're all over the world, are all over this country, used for us. This is time to get America growing again. And that's what this campaign ought to be about.  
COOPER	 Thank you, Governor.  Mr. Speaker... [ cheering and applause ]  
COOPER	 Speaker Gingrich, you have said in recent days that Mr. Cain's 999 plan would be a harder sell than he lets on. How so?  
GINGRICH	 Well, you just watched it. [ laughter ]  
GINGRICH	 I mean, look, there are -- first of all, I think that Herman Cain deserves a lot of credit. He has had the courage to go out and take a specific very big idea at the right level. [ applause ]  
GINGRICH	 And he has us at least talking about something that matters as opposed to the junk that all too often is masquerading as politics in this country. So I think that's important.  There are two parts to this. The first is, if you take his plan, and I think it's in the interest of the whole country to have serious people take his plan and go through it step by step. There are much more complexities than Herman lets on. OK. I mean, 999, when you get into details like you pay it on a new product, you don't pay it on an old product, et cetera, there's a lot more detail here than he lets on.  Second, I favor very narrow, focused tax cuts such as zero capital gains, 100 percent expensing, because I think, as Governor Romney said, jobs are the number one challenge of the next two or three years. Get something you can do very fast. Change on this scale takes years to think through if you're going to do it right.  
COOPER	 Congresswoman Bachmann, you said in the last debate that everyone should pay something. Does that mean that you would raise taxes on the 47 percent of Americans who currently don't pay taxes?  
BACHMANN	 I believe absolutely every American benefits by this magnificent country. Absolutely every American should pay something, even if it's a dollar. [ cheering and applause ]  
BACHMANN	 Everyone needs to pay something in this country. That's why with my tax plan, I take a page out of not theory but what's provable and what works. What is provable and what works was the economic miracle that was wrought by Ronald Reagan in the 1980s. That's the plan that I look at.  I also want to completely abolish the tax code. I want to flatten the tax for all of Americans, simplify that tax for all of Americans. And that creates job growth, which is exactly what we need to have.  Because to be able to fuel the fire for this economy, again, it is the tax code, but it doesn't end with the tax code. It's the regulatory burden that costs us $1.8 trillion every year, but it's more than that cost. It's jobs that are lost.  So we need to repeal "Obama-care," repeal the jobs and housing destruction act known as Dodd-Frank. President Obama's plan has been a plan for destruction of this economy and failure.  
COOPER	 Thank you.  
BACHMANN	 I plan to change that with real jobs right now at michelebachmann.com. [ applause ]  
COOPER	 We've been talking about Herman Cain's plan. Let's talk about Governor Romney's plan.  Governor Perry, you have said that Governor Romney was an abject failure at creating jobs when he was governor of Massachusetts. If you've read his 59-point plan, has it changed your mind?  
PERRY	 Well, here's the nine that we need to get focused on. And it's not 999, it's not 59. It's that 9 percent unemployment in this country. And that's where we've got to get focused in America, is how to create an environment where the men and women get back to work.  It's the reason I laid out a plan, Newt, this last week to get this energy that's under our feet. We've got 300 years of resources right under our feet in this country. Yet we've got an administration that is blockading our ability to bring that to the surface, whether it's our petroleum, our natural gas, or our coal. And 1.2 million jobs could be put to work.  Americans who are sitting out there listening to this conversation tonight, somebody wants someone on this stage to say: Listen, we got an idea here how to get you to work and take care of your family and have the dignity of a job. And that's exactly what I did with my plan, laid it out where Americans understand we don't have to wait on OPEC anymore. We don't have to let them hold us hostage. America's got the energy. Let's have American energy independence. [ applause ] 
COOPER	 Governor Romney, does Governor Perry have the answer?  
ROMNEY	 Well, he's absolutely right about -- about getting energy independence and taking advantage of our natural resources here. We're an energy-rich nation that's acting like an energy-poor nation. And that's something I've been talking about for some time, as the governor has. He's absolutely right.  But there are also a lot of good jobs we need in manufacturing, and high-tech jobs, and good service jobs, technology of all kinds. America produces an economy that's very, very broad. And that's why our policy to get America the most attractive place in the world for investment and -- and job growth encompasses more than just energy. It includes that, but also tax policy, regulatory policy, trade policy, education, training and balancing the federal budget, and that starts with repealing Obamacare, which is a huge burden on this economy. [ applause ] 
COOPER	 Senator Santorum, does Mitt Romney have the answers for jobs? SANTORUM: I agree with -- with all of what Governor Romney and both -- and Governor Perry said. I would add the fact that -- that I've put forward the plan that's going to allow for income mobility. That's a new term, but I've been using it for a long time, which is people at the bottom part of the income scale being able to rise in society.  Believe it or not, studies have been done that show that in Western Europe, people at the lower parts of the income scale actually have a better mobility going up the ladder now than in America. And I believe that's because we've lost our manufacturing base. No more stamp "Made in America" is really hurting people in the middle.  And that's why I focus all of the real big changes in the tax code at manufacturing. I cut the corporate rate for manufacturing to zero, repeal all regulations affecting manufacturers that cost over $100 million and replace them with something that's friendlier, they can work with. We repatriate $1.2 trillion that manufacturers made overseas and allow them to bring it back here, if they invest in plants and equipment. They can do it without having to pay any -- any excise tax. The final point I would make to Governor Romney, you just don't have credibility, Mitt, when it comes to repealing Obamacare. You are -- you are -- your plan was the basis for Obamacare. Your consultants helped Obama craft Obamacare. And to say that you're going to repeal it, you just -- you have no track record on that that -- that we can trust you that you're going to do that.  
COOPER	 Governor Romney, 30 seconds. [ applause ] 
SANTORUM	 You don't.  
ROMNEY	 You know, this I think is either our eighth or ninth debate. And each chance I've -- I've had to talk about Obamacare, I've made it very clear, and also in my book. And at the time, by the way, I crafted the plan, in the last campaign, I was asked, is this something that you would have the whole nation do? And I said, no, this is something that was crafted for Massachusetts. It would be wrong to adopt this as a nation.  
SANTORUM	 That's not what you said.  
ROMNEY	 You're -- you're shaking -- you're shaking your head. 
SANTORUM	 Governor, no, that's not what you said. 
ROMNEY	 That happens -- to happens to be... [ crosstalk ] 
SANTORUM	 It was in your book that it should be for everybody. 
ROMNEY	 Guys... PERRY: You took it out of your book.  
SANTORUM	 You took it out of your book. 
ROMNEY	 Hey, his turn. His turn, OK, and mine. [ crosstalk ] 
ROMNEY	 I'll tell you what? Why don't you let me speak?  [ crosstalk ] 
SANTORUM	 You're allowed -- you're allowed to change -- you're allowed to change... 
ROMNEY	 Rick, you had your chance. Let me speak.  
SANTORUM	 You can't change the facts. 
ROMNEY	 Rick, you had your chance. Let me speak. 
SANTORUM	 You're out of time. You're out of time.  
COOPER	 He ate into your time. [ booing ]  Rick... [ crosstalk ] 
ROMNEY	 I haven't had a chance to respond yet, because you were interrupting the entire time I was trying to speak.  [ crosstalk ] 
ROMNEY	 Let me make it very clear.  
COOPER	 I'll give another 20 seconds.  
ROMNEY	 And -- look -- look, we'll let everybody take a look at the fact checks. I was interviewed by Dan Balz. I was in interviews in this debate stage with you four years ago. I was asked about the Massachusetts plan, was it something I'd impose on the nation? And the answer is absolutely not.  It was something crafted for a state. And I've said time and again, Obamacare is bad news. It's unconstitutional. It costs way too much money, a trillion dollars. And if I'm president of the United States, I will repeal it for the American people. [ applause ] 
COOPER	 All right. Senator Santorum? 
SANTORUM	 Mitt, the governor of Massachusetts just is coming forward saying we have to pick up the job left undone by Romneycare, which is doing something about cutting health care costs.  What you did is exactly what Barack Obama did: focused on the wrong problem. Herman always says you've got to find the right problem. Well, the right problem is health care costs. What you did with a top-down, government-run program was focus on the problem of health care access. You expanded the pool of insurance without controlling costs. You've blown a hole in the budget up there. And you authored in Obamacare, which is going to blow a hole in the budget of this country. 
COOPER	 Governor Romney, I'm going to give you 30 seconds. 
ROMNEY	 I'm -- I'm sorry, Rick, that you find so much to dislike in my plan, but I'll tell you, the people in Massachusetts like it by about a 3-1 margin.  And we dealt with a challenge that we had, a lot of people that were expecting government to pay their way. And we said, you know what? If people have the capacity to care for themselves and pay their own way, they should.  Now, I can tell you this, it's absolutely right that there's a lot that needs to be done. And I didn't get the job done in Massachusetts in getting the health care costs down in this country. It's something I think we have got to do at the national level. I intend to do that.  But one thing is for sure. What Obama has done is imposed on the nation a plan that will not work, that must be repealed. And when it comes to knowledge about health care and how to get our health care system working, I may not be a doctor like this one right over here, but I sure understand how to bring the cost of health care down and how to also make sure that we have a system that works for the American people.  
SANTORUM	 It didn't do it. It didn't do it. 
COOPER	 Speaker Gingrich, you've also been very critical of Mitt Romney's plan not only on Obamacare, but his plan to lower the capital gains tax only on those earning under $200,000.  
GINGRICH	 I want to say on health for a minute -- OK, let's just focus. "The Boston Herald" today reported that the state of Massachusetts is fining a local small business $3,000 because their $750-a-month insurance plan is inadequate, according to the bureaucrats in Boston.  Now, there's a fundamental difference between trying to solve the problems of this country from the top down and trying to create environments in which doctors and patients and families solve the problem from the bottom up.  And candidly, Mitt, your plan ultimately, philosophically, it's not Obamacare, and that's not a fair charge. But your plan essentially is one more big government, bureaucratic, high-cost system, which candidly could not have been done by any other state because no other state had a Medicare program as lavish as yours, and no other state got as much money from the federal government under the Bush administration for this experiment. So there's a lot as big government behind Romneycare. Not as much as Obamacare, but a heck of a lot more than your campaign is admitting. [ applause ]  
COOPER	 Governor Romney, 30 seconds.  
ROMNEY	 Actually, Newt, we got the idea of an individual mandate from you.  
GINGRICH	 That's not true. You got it from the Heritage Foundation.  
ROMNEY	 Yes, we got it from you, and you got it from the Heritage Foundation and from you.  
GINGRICH:  Wait a second. What you just said is not true. You did not get that from me. You got it from the Heritage Foundation.  
ROMNEY	 And you never supported them?  
GINGRICH	 I agree with them, but I'm just saying, what you said to this audience just now plain wasn't true. [ crosstalk ]  
ROMNEY	 OK. Let me ask, have you supported in the past an individual mandate?  
GINGRICH	 I absolutely did with the Heritage Foundation against Hillarycare.  
ROMNEY	 You did support an individual mandate? 
ROMNEY	 Oh, OK. That's what I'm saying. We got the idea from you and the Heritage Foundation.  
GINGRICH	 OK. A little broader.  
ROMNEY	 OK. 
BACHMANN	 Anderson? 
COOPER	 He still has time. Let him finish.  
ROMNEY	 I get a little time here.  Number two, we don't have a government insurance plan. What we do is rely on private insurers, and people -- 93 percent of our people who are already insured, nothing changed. For the people who didn't have insurance, they get private insurance, not government insurance.  And the best way to make markets work is for people to be able to buy their own products from private enterprises. What we did was right for our state, according to the people in our state. And the great thing about a state solution to a state issue is, if people don't like it, they could change it.  Now, there are a lot of things. 
BACHMANN	 Anderson? 
COOPER	 Congresswoman Bachmann.  
BACHMANN	 Anderson, I think it has to be stated that Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function.  Secretary Sebelius, who is the head of Health and Human Services, reported that the government can't even afford that part and has to throw it out. And now the administration is arguing with itself.  When even the Obama administration wants to repeal this bill, I think we're going to win this thing. We're going to repeal it! And I will! [ applause ]  
COOPER	 We've got to take a quick break. We will continue this discussion on the other side.  We have a long way to go. We'll be right back.  [ commercial break ]  
COOPER	 And welcome back to the continuing debate. We got a Twitter question. We ended talking about medicine, Obamacare. We actually have a Twitter question about it. It was a question left at CNN debate.  If Obama's health plan is bad for the U.S., what is the alternative, and how will you implement it?  Congressman Paul, is there any aspect of Obamacare that you would like to keep, whether it's keeping kids to stay on their parents' insurance until they're 26 or no pre-existing conditions?  
PAUL	 Really not, because he's just adding on more government. There's been a lot of discussion about medicine, but it seems to be talking about which kind of government management is best. Our problem is we have too much. We've had it for 30, 40 years. We have Medicare. We have prescription drug programs. We have Medicaid.  And what we need -- I mean, there's a pretty good support up here for getting rid of Obamacare, because it's a Democratic proposal, and we want to opt out. I think we'd all agree on this.  But if you want better competition and better health care, you should allow the American people to opt out of government medicine. And... [ applause ] And the way to do this is to not de-emphasize the medical savings account, but let people opt out, pay their bills, get back to the doctor-patient relationship. There is inflation worked into it. When a government gets involved in an industry, prices always go up. We have tort laws to deal with. And we need more competition in medicine.  But the most important thing is letting the people have control of their money and getting it out of the hands of the third party. As soon as you go to the government, the lobbyists line up, the drug companies line up, these insurance companies line up. And even with Obamacare, the industries, the corporations get behind it and affect the outcome, and already insurance premiums are going up. [ applause ] 
COOPER	 Herman Cain, same question. Is there any aspect of so- called Obamacare that -- that you would keep?  
CAIN	 No. I think we all agree that Obamacare must be repealed because it is a disaster. And the more we learn about it and the more time goes along, the more we see. We're all in agreement with that.  But here's where I would start in answering that question. It's called H.R. 3400. This was introduced back in 2009, but you didn't hear a lot of talk about it. Instead of government being imposed on -- on our system, it imposes -- it basically passes market-centered, market-driven, patient-centered sort of reforms to allow association health plans, to allow loser pay laws, to allow insurance products to be sold across state lines, and a whole list of other things. So that's a great place to start.  It allows the patient and the doctors to make the decisions, not a bureaucrat. I'd start with HR-3400. [ applause ]  
COOPER	 Governor Perry, in the last debate, Governor Romney pointed out that Texas has one of the highest rates of uninsured children in the country, over one million kids. You did not get an opportunity to respond to that. What do you say? How do you explain that?  
PERRY	 Well, we've got one of the finest health care systems in the world in Texas. As a matter of fact, the Houston, Texas, Medical Center, there's more doctors and nurses that go to work there every morning than any other place in America. But the idea that you can't have access to health care, some of the finest health care in the world -- but we have a 1,200-mile border with Mexico, and the fact is we have a huge number of illegals that are coming into this country.  And they're coming into this country because the federal government has failed to secure that border. But they're coming here because there is a magnet. And the magnet is called jobs. And those people that hire illegals ought to be penalized.  And Mitt, you lose all of your standing, from my perspective, because you hired illegals in your home and you knew about it for a year. And the idea that you stand here before us and talk about that you're strong on immigration is on its face the height of hypocrisy. [ laughter ]  
COOPER	 Governor Romney?  
ROMNEY	 Rick, I don't think I've ever hired an illegal in my life. And so I'm afraid -- I'm looking forward to finding your facts on that, because that just doesn't --  
PERRY	 Well, I'll tell you what the facts are.  
ROMNEY	 Rick, again -- Rick, I'm speaking.  
PERRY	 You had the -- your newspaper -- the newspaper --  
ROMNEY	 I'm speaking. I'm speaking. I'm speaking. [ crosstalk ]  
ROMNEY	 You get 30 seconds. This is the way the rules work here, is that I get 60 seconds and then you get 30 second to respond. Right? Anderson? 
PERRY	 And they want to hear you say that you knew you had illegals working at your --  
ROMNEY	 Would you please wait? Are you just going to keep talking? 
PERRY	 Yes, sir.  
ROMNEY	 Would you let me finish with what I have to say? [ booing ] 
ROMNEY	 Look, Rick --  
COOPER	 I thought Republicans follow the rules.  
ROMNEY	 This has been a tough couple of debates for Rick, and I understand that. And so you're going to get testy. [ applause ]  
ROMNEY	 But let's let -- I'll tell you what, let me take my time, and then you can take your time. All right? 
PERRY	 Great. Have at it.  
ROMNEY	 All right. My time is this, which is I have in my state -- when I was governor, I took the action of empowering our state police to enforce immigration laws. When you were governor, you said, I don't want to build a fence. You put in place a magnet. You talked about magnets. You put in place a magnet to draw illegals into the state, which was giving $100,000 of tuition credit to illegals that come into this country, and then you have states -- the big states of illegal immigrants are California and Florida. Over the last 10 years, they've had no increase in illegal immigration.  Texas has had 60 percent increase in illegal immigrants in Texas. If there's someone who has a record as governor with regards to illegal immigration that doesn't stand up to muster, it's you, not me. [ applause ]  
COOPER	 Governor Perry, you have 30 seconds.  
PERRY	 You stood here in front of the American people and did not tell the truth that you had illegals working on your property. And the newspaper came to you and brought it to your attention, and you still, a year later, had those individuals working for you.  The idea that you can sit here and talk about any of us having an immigration issue is beyond me. I've got a strong policy. I've always been against amnesty. You, on the other hand, were for amnesty.  
COOPER	 I've got 30 seconds, then we've got move on to another immigration question.  
ROMNEY	 OK. You wrote an op-ed in the newspaper saying you were open to amnesty. That's number one.  Number two, we hired a lawn company to mow our lawn, and they had illegal immigrants that were working there. And when that was pointed out to us, we let them go. And we went to them and said --  
PERRY	 A year later?  
ROMNEY	 You have a problem with allowing someone to finish speaking. And I suggest that if you want to become president of the United States, you have got to let both people speak. So first, let me speak. [ applause ]  
ROMNEY	 So we went to the company and we said, look, you can't have any illegals working on our property. I'm running for office, for Pete's sake, I can't have illegals. It turns out that once question, they hired someone who had falsified their documents, had documents, and therefore we fired them. And let me tell you, it is hard in this country as an individual homeowner to know if people who are contractors working at your home, if they have hired people that are illegal. If I'm president, we'll put in an E-Verify system, which you have opposed --  
COOPER	 Out of time. 
ROMNEY	 -- to make sure that we can find out who's here illegally and not, and crack down on people who come here illegally.  
COOPER	 All right. We're going to stay on the topic of immigration. [ applause ]  
COOPER	 We're going to stay on the topic of immigration. Everyone is going to get a chance to weigh in.  This is a question that was left at CNNPolitics.com. "As president, will you order completion of the physical border fence along the entire border between the U.S. and Mexico?" That's from Marilyn L.  Herman Cain, let me start with you. Obviously, over the weekend, you got a lot of headlines by saying you would have an electrified fence. You then later said it was -- you then later said it was a joke. And then last night, you said, "It might be electrified. I'm not walking away from that. I just don't want to offend anyone." [ laughter ]  So... [ applause ]  So would you build an entire fence along the entire border, and would you have it be electrified? [ laughter ]  
CAIN	 Allow me to give a serious answer. Yes, I believe we should secure the border for real, and it would be a combination of a fence, technology, as well as possibly boots on the ground for some of the more dangerous areas. I don't apologize at all for wanting to protect the American citizens and to protect our agents on the border, no. [ applause ] Secondly, the second thing that I would do -- see, I believe in let's solve the whole problem. We must shut the back door so people can come in the front door. Secondly, promote the existing path to citizenship by cleaning up the bureaucracy in Washington, D.C.  Thirdly, enforce the laws -- the immigration laws that are already on the books. [ applause ]  And here's another one of these bold ideas by the non-politician up here. Empower the states to do what the federal government is not doing in terms of enforcing those laws. [ applause ] 
COOPER	 Governor Perry, you have -- you have the -- your state has the longest border with Mexico. Is it possible -- to the question -- is it possible to build a fence, an -- across the entire border?  
PERRY	 Sure. You can -- you can build a fence, but it takes anywhere between 10 and 15 years and $30 billion. There's a better way, and that's to build a virtual defense zone, if you will, along that border, which -- not unlike what Herman's talking about, and you can do it with strategic fencing in the obvious places where it matters.  But the way you really stop the activities along that border that are illegal, whether it's the drug cartels or whether it's bringing in illegal weapons or whether it's illegal immigrants that are coming in, is to put boots on the ground.  I will tell you, Herman, you put a lot of boots on the ground. You use Predator drones that are being trained right up here at Creech Air Force Base in Nevada to use that real-time information to give those boots on the ground that information, and they can instantly move to those areas. And that is the way to shut that border down, to secure that border, and really make America safe from individuals, like those Iranians that are using the drug cartels to penetrate this country.  
COOPER	 Congresswoman Bachmann, do you agree with Governor Perry? [ applause ]  
BACHMANN	 Well, I think the person who really has a problem with illegal immigration in the country is President Obama. It's his uncle and his aunt who are illegal aliens... [ applause ] ... who've been allowed to stay in this country, despite the fact that they're illegal.  This last Saturday, I was the very first candidate that signed a pledge that said that, by a date certain, I will build a double-walled fence with -- with an area of security neutrality in between. I will build that, because this is what we know. This is an economics issue and a jobs issue. Every year... 
