
BLITZER	 Ladies and gentlemen, the eight Republican presidential candidates.  [ applause ] All right. Let's -- let's start off here in Tampa. We have a Tea Party activist. Please identify yourself and ask your question.  
QUESTION	 [ off-mike ] Tea Party, Jacksonville, Florida. My question: How will you convince senior citizens that Social Security and Medicare need to be changed and get their vote?  
BLITZER	 Good question. Let me begin with Michele Bachmann. Congresswoman, how do you do that? How do you go ahead and change, reform Social Security, Medicare, while at the same time getting votes?  
BACHMANN	 Well, one thing that we need to let senior citizens know is, for those who are currently on the Social Security system, the United States government made a promise to senior citizens, and we have to keep that promise to them.  But we also need to know that for those who are not yet on the system, the system simply has to be reformed in order for it to work. The same goes with Medicare. We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare. We also know that Medicare hospital trust fund will be bankrupt within nine years. These are programs that need to be saved to serve people, and in their current form, they can't.  So we need to have someone who understands these programs, who -- who understands the solutions to these programs. I'm a person that's had feet in the private sector and a foot in the federal government. I've been there long enough to know the problems, but not long enough to become a part of the system. I know what to do, and I have the core of conviction to be able to make the changes that senior citizens can count on.  
BLITZER	 Governor Perry, speaking of Social Security, you've said in the past it's a Ponzi scheme, an absolute failure, unconstitutional, but today you wrote an article in USA Today saying it must be saved and reformed, very different tone. Why?  
PERRY	 Well, first off, the people who are on Social Security today need to understand something. Slam-dunk guaranteed, that program is going to be there in place for those. Those individuals that are moving towards being on Social Security, that program's going to be there for them when they arrive there. But the idea that we have not had the courage to stand up and look Americans in the face, young mid-career professionals or kids that are my children's age and look them in the eye and said, listen, this is a broken system. It has been called a ponzi scheme by many people long before me. But no one's had the courage to stand up and say, here is how we're going to reform it. We're going to transform it for those in those mid-career ages, but we're going to fix it so that our young Americans that are going out into the workforce today will know without a doubt that there were some people who came along that didn't lie to them, that didn't try to go around the edges and told them the truth. 
BLITZER	 Governor Romney, you said that Governor Perry's position on Social Security is, quote, unacceptable and could even obliterate the Republican Party. Are you saying he could not, as Republican nominee, beat Barack Obama? 
ROMNEY	 No, what I'm saying is that what he just said, I think most people agree with, although the term ponzi scheme I think is over the top and unnecessary and frightful to many people. But the real issue is in writing his book, Governor Perry pointed out that in his view that Social Security is unconstitutional, that this is not something the federal government ought to be involved in, that instead it should be given back to the states. And I think that view, and the view that somehow Social Security has been forced on us over the past 70 years that by any measure, again quoting book, by any measure Social Security has been a failure, this is after 70 years of tens of millions of people relying on Social Security, that's a very different matter. So the financing of Social Security, we've all talked about at great length. In the last campaign four years around, John McCain said it was bankrupt. I put in my book a series of proposals on how to get it on sound financial footing so that our kids can count on it not just our current seniors. But the real question is does Governor Perry continue to believe that Social Security should not be a federal program, that it's unconstitutional and it should be returned to the states or is he going to retreat from that view? 
BLITZER	 Let's let Governor Perry respond. You have 30 seconds.  
PERRY	 If what you're trying to say is that back in the '30s and the '40s that the federal government made all the right decision, I disagree with you. And it's time for us to get back to the constitution and a program that's been there 70 or 80 years, obviously we're not going to take that program away. But for people to stand up and support what they did in the '30s or what they're doing in the 2010s is not appropriate for America.  
ROMNEY	 But the question is, do you still believe that Social Security should be ended as a federal program as you did six months ago when your book came out and returned to the states or do you want to retreat from taht? 
PERRY	 I think we ought to have a conversation.  
ROMNEY	 We're having that right now, governor. We're running for president.  
PERRY	 And I'll finish this conversation. But the issue is, are there ways to move the states into Social Security for state employees or for retirees? We did in the state of Texas back in the 1980s. I think those types of thoughtful conversations with America, rather than trying to scare seniors like you're doing and other people, it's time to have a legitimate conversation in this country about how to fix that program where it's not bankrupt and our children actually know that there's going to be a retirement program there for them.  
ROMNEY	 Governor, the term ponzi scheme is what scared seniors, number one. And number two, suggesting that Social Security should no longer be a federal program and returned to the states and unconstitutional is likewise frightening. Look, there are a lot of bright people who agree with you. And that's your view. I happen to have a different one. I think that Social Security is an essential program that we should change the way we're funding it. You called it a criminal... 
PERRY	 You said if people did it in the private sector it would be called criminal. That's in your book.  
ROMNEY	 Yeah, what I said was... [ applause ] 
ROMNEY	 Governor Perry you've got to quote me correctly. You said it's criminal. What I said was congress taking money out of the Social Security trust fund is like criminal and that is and it's wrong.  
BLITZER	 Congressman Paul, let me expand this conversation. Do you agree with Governor Perry that Social Security is a Ponzi scheme?  
PAUL	 Well, I agree that Social Security is broke. We spent all the money and it's on its last legs unless we do something. One bill that I had in congress never got passed was to prevent the congress from spending any of that money on the wars and all the nonsense that we do around the world. Now the other thing that I would like to see done is a transition. I think it's terrible that the Social Security system is in the -- the problems it has, but if people wouldn't have spent the money we would be OK. Now, what I would like to do is to allow all the young people to get out of Social Security and go on their own. Now, the big question is, is how would the funding occur?  
BLITZER	 All right. Hold that thought for a minute, because I want Herman Cain to get involved.  Are you with Governor Perry that Social Security is a Ponzi scheme?  
CAIN	 I don't care what you call it, it's broken. And here's my solution.  [ applause ]  
CAIN	 Start with optional personal retirement accounts. In 1981, the Galveston County employees, they opted out because that was a very short window of opportunity. They took it. Today, when people retire in Galveston County, Texas, they retire making at least 50 percent more than they would ever get out of Social Security.  [ applause ]  Secondly, allow younger workers to have personal retirement accounts as an option.  Now, to answer this gentleman's question, current seniors will not be affected. It's to give the option to the younger workers.  The Galveston County model worked, and it also worked in the small country of Chile. Instead of giving it to the states, let's give it back to the workers. That's what personal retirement accounts will do.  [ applause ]  
BLITZER	 Governor Huntsman, when it comes to reforming Social Security, is anything from your perspective off the table?  
HUNTSMAN	 I don't think anything should be off the table except maybe some of the drama that's playing out here on this floor today. I mean, to hear these two go at it over here, it's almost incredible.  You've got Governor Romney, who called it a fraud in his book "No Apology." I don't know if that was written by Kurt Cobain or not. And then you've got Governor Perry, who is calling this a Ponzi scheme.  All I know, Wolf, is that we're frightening the American people who just want solutions. And this party isn't going to win in 2012 unless we get our act together and fix the problem.  We all know that we've got entitlement problems, we've got Medicare, we've got Social -- the fixes are there. I mean, the Ryan plan is there, for heaven's sake.  We've got the answers. We don't have leadership. That's the problem.  
BLITZER	 Speaker Gingrich, would you raise the retirement age for Social Security recipients?  
GINGRICH	 No, not necessarily, but let me start with -- I'm not particularly worried about Governor Perry and Governor Romney frightening the American people when President Obama scares them every single day.  [ applause ]  
GINGRICH	 This is eating into my time.  Let me just say to all of you --  
BLITZER	 Let me just pinpoint the question. What would you do to fix Social Security?  
GINGRICH	 OK. But can I also expand for a second? Because that was not a rhetorical joke.  President Obama twice said recently he couldn't guarantee delivering the checks to Social Security recipients. Now, why should young people who are 16 to 25 years old have politicians have the power for the rest of their life to threaten to take away their Social Security?  [ applause ]  
GINGRICH	 Now, I just want to make two simple points about Social Security and how you save it.  The first is, you get back to a full employment economy, and at four percent unemployment you have such a huge increase in funding, that you change every single out year (ph) of projection in a positive way.  The second is you say precisely as several folks here have said it, if you are younger -- everybody who is older and wants to be totally protected, fine, no change. So don't let anybody lie to you, starting with the president. No change. But if you're younger and you would like a personal account, you would control instead of the politicians. And you know you'll have more money at the end of your lifetime if you control it than the politicians.  Why shouldn't you have the right to choose?  
BLITZER	 Thank you, Mr. Speaker.  [ applause ]  
BLITZER	 Senator Santorum, when it comes to Social Security, are you with Governor Romney or Governor Perry?  
SANTORUM	 Well, the question is who is with me? Because I've been out here talking about -- you want to talk about courage to tell the truth, Governor? I was out in 1994 running against a Democratic incumbent in a campaign managed by James Carville, and I went out and talked about Social Security reform.  Why? Because I knew this day was coming. And I had the courage to go out and say Social Security is in trouble. And I told a group of young people at La Salle University that we needed to do something like raising the retirement age.  They ran that on TV for three weeks prior to the election, in the second oldest per capita state in the country. And I still won the election. Why? Because the people of Pennsylvania wanted someone who had the courage to tell them the truth.  [ applause ]  
SANTORUM	 And I had the courage to tell them the truth.  And what I've done since I was in the United States Senate is every year I proposed -- I went, in fact, with Bill Clinton in 1997 on the first bipartisan Social Security town hall meeting, and I was the spokesperson, a Republican conservative from a blue state out there leading the charge on Social Security.  You folks want someone with courage? I've got a track record of courage and a track record of concrete proposals on how to fix this, among some of the things that have been discussed here tonight.  
BLITZER	 Senator, thank you.  Let's go to another question. We have a question now from the audience.  Go ahead. Identify yourself.  
DR. BRIDGET MELSON, PLEASANTON TEA PARTY	 Hi. My name is Dr. Bridget Melson with the Pleasanton Tea Party. Good to be here.  My question for you is, what is your plan to balance the budget and get this spending under control so that my children's share of the debt is erased without compromising my retired mother's already tenuous financial future?  
BLITZER	 Good question. Let me ask Speaker Gingrich to respond, and I'll sort of paraphrase it.  How do you do that? How do you protected seniors, balance the budget? So much of the budget goes to defense and entitlements like Social Security, Medicare.  
GINGRICH	 But that's just a Washington mythology. And anybody who knows anything about the federal government knows that there's such an enormous volume of waste, that if you simply had a serious all-all effort to modernize the federal government, you would have hundreds of billions of dollars of savings falling off.  Let me say, I helped balance the budget for four straight years. This is not a theory. Rick and I were working together on this. This is not a theory. You voted for it. So we can balance the federal budget.  But let me start with -- all of you should go to Strong America Now, which is a group that believes if you modernize the federal government, you save $500 billion a year. Now, check and see whether the super committee of 12 in their august power is willing to sit down with that group and actually learn how to be smart rather than cheap, and actually modernize the federal government.  One example, the federal government is such a bad manager of money, that somewhere between $70 billion and $120 billion a year in Medicare and Medicaid is paid to crooks. We wrote a book several years ago called "Stop Paying the Crooks." I thought it was pretty obvious even for Washington. So I would start to balance the budget by stop paying the crooks, not by cheating honest Americans.  [ applause ]  
BLITZER	 Senator Santorum, staying on the issue of spending, budget deficits, you voted for the prescription drug benefits for seniors when you were in the United States Senate costing about $1 trillion. If you had to do it over again, you wouldn't vote for that, but if you were president of the United States, would you repeal prescription drug benefits for seniors under Medicare?  
SANTORUM	 I think we have to keep a prescription drug component, but we have to pay for it. In other words, we have to have a program that is funded.  Now, the reason that that program has actually worked well is it's come in 40 percent under budget because it's a program that uses private sector insurance, not government-run, one-size-fits-all health care. If we do that for the rest of Medicare, which is what the Ryan proposal suggests, and something that I proposed, again, years ago, had the courage to go out and lead on this issue, then we would be able to have a prescription drug program and we'd be able to have Medicare that you choose.  The idea that unless we have a government-run, one-size-fits-all Medicare program, that that's throwing grandma off a cliff, is Washington think -- is people who think in Washington this president, who believes that they know better than you how to run your life and how to purchase your health care. I trust you, I trust the American people. That is the greatness of our country.  [ applause ]  
BLITZER	 Thank you, Senator.  Governor Perry, it was President Bush who pushed for prescription drug benefits for senior, not President Obama. It was President Bush who pushed for prescription drug benefits for seniors. The question to you: If you were president -- it's not a difficult question -- would you vote to eliminate, to repeal those prescription drug benefits for seniors under Medicare?  
PERRY	 No. It's a $17 trillion hole that we have in our budget we've got to deal with. And I think that's the issue of, how do you find the savings and still deliver the services?  For instance, in the state of Texas, we combined a substantial amount of our health and human services from 10 down to five agencies. We put an Office of Inspector General into place, and we saved over $5.3 billion, Newt, just by finding the waste and the fraud in Texas state government. I'm thinking there might be more waste and fraud in the federal government than even there is in the Texas government.  
BLITZER	 But, Governor, just to be precise, if you were president, you wouldn't repeal prescription drug benefits for seniors under Medicare?  
PERRY	 That's what I said when I started the conversation.  
BLITZER	 OK. Just want to be precise on that, Governor.  Governor Romney, what about you? 
ROMNEY	 I wouldn't repeal it. I'd reform Medicare and reform Medicaid and reform Social Security to get them on a sustainable basis, not for current retirees, but for those in their 20s and 30s and early 50s.  But the key to balancing the budget -- and we talk about all the waste in government and the inefficiency. And having spent 25 years in business, I know something about taking waste out of enterprises. I'd love to do that to the federal government. And there is massive waste.  But we're not going to balance the budget just by pretending that all -- all we have to do is take out the waste. We're going to have to cut spending. And I'm in favor of cutting spending, capping federal spending as a percentage of GDP, at 20 percent or less, and having a balanced budget amendment. That's essential to rein in the scale of the federal government. And there's a second part to balancing the budget, and that's growing the economy again. And that's why I laid out a plan to restructure the foundation of America's economy to start creating jobs again so people are paying taxes, businesses are paying taxes, not because we're raising the rates, but because we're growing the economy.  The right answer for America is to stop the growth of the federal government and to start the growth of the private sector.  [ applause ] 
BLITZER	 Congressman Paul, what about you? Would you repeal it?  
PAUL	 Well, we shouldn't have never started it. I voted against it. But that sure wouldn't be on my high list. I would find a lot of cuts a lot of other places. As a matter of fact, on Social Security, it is already being reformed, because the cost of living increases aren't there, so the value is going down.  So, no, there's places we should cut. And we cut -- we spend -- and I'm not sure I can get anybody to agree with me on here -- on this panel, but we spend $1.5 trillion overseas in wars that we don't need to be in and we need to cut there...  [ applause ] ... and then put this money back into our economy here. And that is the only way to achieve it. Then it still wouldn't be enough in order to get some people out. What we need to do is cut the Department of Education, the Department of Energy, and all these departments, and get rid of them.  [ applause ] Then we can do it. 
BLITZER	 We're going to get to national security. Don't worry.  Congresswoman Bachmann, what about you?  
BACHMANN	 I think that the principle has to change, because for years, politicians have run on the idea that government is going to buy people more stuff and that the federal government would be taking care of people's prescription drugs, their retirement, their health care, their housing, their food.  We're the everybody else that's paying for the freight for all of these things. That's the principle that has to change, because we have to now recognize that, going forward... [ applause ] ... this isn't going to work anymore. We have to be an ownership society, where individual responsibility, personal responsibility once again becomes the animating American principle. And we can't be ashamed of that.  
BLITZER	 All right, we've got a lot more to discuss. We're only just beginning. I want to take a quick break. I want our viewers out there to know they can weigh in, they can respond. Go to Twitter, Facebook, cnn.com. We want to hear from you if you have questions for these eight Republican presidential candidates. You'll have an opportunity to get some questions to them. We're going to talk about jobs, jobs, jobs when we come back. [ applause ] [ commercial break ]  
BLITZER	 Welcome back to CNN Tea Party Republican presidential debate. We've got a question from Portsmouth, Virginia. Please identify yourself. Go ahead.  
QUESTION	 Good evening. My name is Sandra Jones (ph) from Yorktown, Virginia. My question is, what would you do to get the economy moving forward? Do you have a plan? And, if so, what is it?  
BLITZER	 All right, good question. Let's ask Governor Huntsman. The first thing you would do as president of the United States, knowing, of course, that President Obama today formally gave legislation to Congress with his jobs plan?  
HUNTSMAN	 Let us recognize, first and foremost, that what we're seeing playing out in America is a human tragedy. We have millions and millions who are unemployed, millions beyond who are so dispirited they've completely given up trying to find a job. We've got moms and dads and families that have been economically shipwrecked. And it's a great American tragedy that we're watching play out.  I have put forward a program that I want all of you to understand is basically patterned after what I did as governor. I think when you look at everybody on the stage here, all you have to do is say, where have they been and what have they done?  First and foremost, I want to reform this tax code. I put forward a program that the Wall Street Journal has come out and endorsed. It basically calls for stripping out the loopholes and the deductions and lowering the rates for individuals, cleaning out corporate welfare and subsidies on the corporate side and lowering the rate, leaving us a whole lot more competitive for the 21st century. That's the first item of business I'd drop on the doorstep of Congress.  Second is regulatory reform, because we cannot go forward with Obamacare.  [ applause ] We cannot go forward with Dodd-Frank, because businesses in this country are saying there's no predictability, there's no ability to see around the bend, we don't know what costs are going to be, we're not hiring and bringing new people on.  Third, this country needs to wean itself from its heroin-like addiction to foreign oil. We need energy independence desperately in this country. [ applause ]  
BLITZER	 Thank you, Governor.  Governor Perry, the president in his new plan has a lot of tax cuts, payroll tax cuts, middle-class tax cuts, tax credits for hiring veterans, tax credits for hiring long-term unemployed people. Are those things you would support?  
PERRY	 And he's going to pay for them all with raising your taxes. That is the issue. He had $800 billion worth of stimulus in the first round of stimulus. It created zero jobs, $400-plus billion dollars in this package. And I can do the math on that one. Half of zero jobs is going to be zero jobs.  [ laughter ] This president does not understand how to free up the small businessmen and women or, for that matter, Wall Street. You give people the opportunity to risk their capital by lowering the tax burden on them, by lowering the regulatory climate, and you will see an American economy that takes off like a rocket ship.  And that's what we need to be focusing on in this country, freeing up the small businessmen and women to do what they know how to do, which is risk their capital and give them half a chance to have an opportunity to have a return on that investment, and they will go risk their capital. That's what the president of the United States needs to do: Quit the spending. Give clear regulatory relief and reform the tax code.  
BLITZER	 So just to be precise, Governor, whenever the president supports tax cuts, that has to be balanced with spending cuts?  
PERRY	 I would suggest to you that people are tired of spending money we don't have on programs we don't want.  [ applause ] 
BLITZER	 Congresswoman Bachmann, I'm going to bring Mr. Cain in, in a moment, but the Bush tax cuts in 2001 and 2003, which went across the board, were not offset with spending cuts, and as a result, potentially, a lot of economists think, the deficit went up and up and up.  
BACHMANN	 Well, there's a reason why the deficit went up and up and up. When you have a trillion dollars worth of spending that you don't pay for, it's going to go up. And now we're seeing again that the president wants to do more of the same. I was the leading voice in the wilderness of Washington all summer. I was one of the only people in Washington that said do not raise the debt ceiling. Don't give the president of the United States another $2.4 trillion blank check. You've got to draw the line in the sand somewhere and say no more out of control spending. The president wanted to borrow money from countries like China to pay it back for a stimulus. We've got $1.2 trillion already that's been earned by American countries overseas. If we have a 0 percent tax rate, Wolf, we can bring that 1.2 trillion -- it's called repatriation -- bring that in. You'd have 1.2 trillion flooded into the system, then pass the free trade agreements so that we can move the economy, permanently lower the tax code. I'm a federal tax lawyer. I know how to do that. Repeal Dodd-Frank, repeal Obamacare. It really isn't that tough if you try. It is easy to turn around this economy, just have the backbone to do it. 
BLITZER	 Mr. Cain? 
CAIN	 Yes. This economy is on life support. I don't want - we need a bold solution, not one that tinkers around the edges, not one that allows politicians to continue to pick winners and losers. I believe we throw out the entire tax code and put in my nine nine nine plan. nine nine nine. A 9 percent business flat tax, a 9 percent personal income tax and a 9 national sales tax. Now I've been told by some people, well, you can't get that done. I say why? Well, because you don't know how Washington works. Yes, I do. It doesn't. The American people are ready to do something bold. We need a bold solution in order to get this economy growing at the maximum rate. I agree with many of the others up here who say, you get the government out of the way. American entrepreneurship, American businesses, they will create the jobs if we provide some certainty. 
BLITZER	 Governor Romney, you know Governor Perry as governor of Texas created more jobs in Texas than any other state.  
ROMNEY	 Terrific state, no question about that. Some wonderful things that Texas has going for it that the nation could learn from. zero income tax. That's a pretty good thing. Right to work state. Republican legislature, Republican supreme court. By the way, a lot of oil as well. We're an energy rich nation. We're living like an energy poor nation. I spent my life in the private sector. I've competed with companies around the world. I've learned something about how it is that economies grow. It's not just simple wave a wand and everything gets better. No, you have to make some structural changes. The world has changed. What's happened over the last 20, 30 years is we've gone from a pay phone world to a smartphone world and President Obama keeps jamming quarters into the pay phone thinking things are going to get better. It's not connected, Mr. President. And if we're going to get this economy going, we've got seven, one, make our tax code competitive with the world. Two, get regulations to work to encourage enterprise. Three, to make sure we have trade policies that work for us not just for the other guys. Four is to have energy security in this country by developing our energy resources. Five so execute the rule of law, which is to stop the Boeing decision that the NLRB put in place. Six is to make sure that we have institutions that create fantastic human capital. And finally number seven is to balance the budget. People won't invest here unless they have confidence here. And that's what I'll do.  
BLITZER	 And just to get back to the question. So does Governor Perry deserve any credit for all those jobs that were created in Texas?  
ROMNEY	 Oh, sure.  
BLITZER	 Go ahead and tell him how much credit he deserves. [ laughter ] 
ROMNEY	 Well, look, I think Governor Perry would agree with me that if you're dealt four aces that doesn't make you necessarily a great poker player. And four aces -- and the four aces that are terrific aces are the ones the nation should learn from, the ones I described, zero income tax, low regulation, right to work state, oil in the ground and a Republican legislature. Those things are terrific. And by the way, there has been great growth in Texas. Under Ann Richards, job growth was under 2.5 percent a year, under George Bush was 3 percent a year, under Rick Perry it's been 1 percent a year.  Those are all good numbers. Those are all good numbers. But Texas is a great state. And I'll tell you, if you think that the country is like Texas going swimmingly well, then somebody who has done that is just terrific. But if you think the the country needs a turnaround, that's what I do.  
BLITZER	 All right. Governor Perry, you were dealt four aces.  
PERRY	 Well, I was going to say Mitt you were doing pretty good until you got to talking poker. But the fact is the state of Texas has led the nation. While the current resident of the White House is overseeing the loss of 2.5 million jobs, Texas during my period of governor has created over a million jobs. And we did that during some pretty tough economic period.  [ applause ]  
PERRY	 One of the things that's really important, one of the things that the Fed Reserve chairman said was the most powerful -- one of the most powerful things that happened, was tort reform that we passed in that state. And you want to talk about some powerful job creation? Tell the trial lawyers to get out of your state and to quit costing businessmen and women.  [ applause ]  
PERRY	 That's what needs to happen in the states, and it's also what needs to happen at the federal level, passing federal tort reform at those federal levels.  
BLITZER	 Congressman Paul, you're from Texas. Does your governor deserve all that credit?  
PAUL	 Not quite.  [ laughter ]  
PAUL	 I'm a taxpayer there. My taxes have gone up. Our taxes have doubled since he's been in office. Our spending has gone up double. Our debt has gone up nearly triple.  So, no. And 170,000 of the jobs were government jobs. So I would put a little damper on this, but I don't want to offend the governor, because he might raise my taxes or something.  [ applause ]  
PAUL	 But I would like to mention something that we said earlier about a tax cut and can you -- how do you pay for a tax cut? I think that's the wrong principle, because when you give people their money back, it's their money.  You don't have to pay for it. That means that the government owns all of our money if you look that way.  [ applause ]  
BLITZER	 All right. 
PAUL	 So we have to cut the spending, and a good way to start, there's a little embassy we built over in Baghdad that cost us a billion dollars. It's bigger than the Vatican. That's what's bankrupting this country, and that's the easy place to cut. That's where we should be cutting.  [ applause ]  
BLITZER	 Governor Perry, you have 30 seconds to tell Congressman Paul whether you're going to raise his taxes.  
PERRY	 While I've been governor, we have cut taxes by $14 billion, 65 different pieces of legislation. You may not have seen them, Representative Paul, but the fact of the matter is, there are people coming to Texas for five years in a row, the number one destination. They're not coming because we're overtaxing them.  They're coming to Texas because they know there's still a land of freedom in America, freedom from over-taxation, freedom from over- litigation and freedom from over-regulation, and it's called Texas. We need to do the same thing for America.  [ applause ]  
BLITZER	 Let me bring Speaker Gingrich into this conversation.  Jobs, jobs, jobs. All of us who covered you when you were Speaker -- and you worked with President Clinton at the time -- you compromised, he compromised, you got things done. There was a budget surplus for as far as the eye could see.  If you were president, would you work with the Democrats, assuming they were the majority in the House or the Senate? Would you compromise with them on some of these gut issues?  
GINGRICH	 Well, you know, after the last debate, when Governor Huntsman and Governor Perry and Governor Romney each explained how their state was the best at job creation, Brady Castis (ph), who works with me, went back and checked. In the four years I was Speaker, we created -- the American people, not me -- created more jobs in Utah than under Governor Huntsman, more jobs in Massachusetts than under Governor Romney, and more jobs in Texas than in the 11 years of Governor Perry.  Now, I don't claim credit for that because it was done by investors and done -- in fact, Mitt, at that time, as the private sector, was part of the job creation. But I just want to point out, the American people create jobs, not government. OK?  [ applause ]  
GINGRICH	 Now, Ronald Reagan -- when I was a very young congressman, Ronald Reagan taught me a great lesson if you have Democrat in charge. And that is to go to the American people on principle, have the American people educate their congressmen.  He used to say, "I try to turn up the light for the people so they will turn up the heat on Congress." When we passed welfare reform, half the Democrats voted yes because they couldn't go home having voted no. And on a principle basis, I'd be glad to work with Democrats in any office, but I'd do it on principle, not on compromising principle.  
BLITZER	 Thank you, Mr. Speaker.  [ applause ]  
BLITZER	 All right. We have a question via CNNPolitics.com. "All of you profess to be pro-business candidates for president. Can you be pro-worker at the same time?" Mr. Cain?  
CAIN	 The answer is absolutely yes, because I was a worker before I was an executive and before I was a business owner. Absolutely.  And when I ran the National Restaurant Association, it is a collection of small businesses. Godfather's Pizza is the same way, when I ran the region for Burger King. One restaurant is the basic fundamental business unit in this country. And so, yes, I know how to be pro-worker because I came from a pro-worker family. My mother was a domestic worker, my father was a barber, a janitor, and a chauffeur, all at the same time. I understand work because that's how I came up. So the answer is, absolutely yes.  The two are not mutually exclusive, but what we need is the right leadership, starting with, are we working on the right problems? If we keep tinkering around the edges on the tax code or tinkering around the edges on Social Security, we're not going to solve the right problem.  
BLITZER	 Thank you, Mr. Cain. [ applause ]  
BLITZER	 Governor Huntsman, you have experience in the business community, in government. Why would you be more effective in creating jobs than any of your rivals on this stage?  
